ID,Title,Status,Priority,Work Type,Description,URL,Global ID,Assigned to,Teams Assigned to,Requested by,Requested on,Created by,Created on,Planned Start Date,Due date,Estimated Time,Started on,Completed on,Completed by,Last updated,Recurrence,Location,Location ID,Asset,Asset ID,Categories,Vendors,Vendor IDs,Procedure Name,Procedure Template ID,Procedure Passes,Procedure Flags,Procedure Failures,Procedure Score (%),Time to Complete,Time Open,Time In Progress,Time On Hold,Work Request ID,Thumbnail,Attachments,Procedure Description,Meter ID,Meter Condition,Parent,Parent ID,Total Estimated Time,Parent Global ID,Is Parent?,Total Parts Cost,Total Time Cost,Total Reported Time,Additional Costs,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7,Question 8,Answer 8,Question 9,Answer 9,Question 10,Answer 10,Question 11,Answer 11,Question 12,Answer 12,Question 13,Answer 13,Question 14,Answer 14,Question 15,Answer 15
103,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/52832088?organizationId=342508,52832088,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-25 15:31:14,2025-03-01 00:00:00,2025-04-07,1:00:00,2025-05-27 09:41:15,2025-05-27 09:41:15,Daniel Crawford,2025-05-27 09:41:15,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #1,9662290,,,,,,0,0,0,,1506:10:00,1506:10:00,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/52832103?organizationId=342508,52832103,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-25 15:31:25,2025-03-01 00:00:00,2025-04-07,1:00:00,2025-05-27 09:41:18,2025-05-27 09:41:18,Daniel Crawford,2025-05-27 09:41:18,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #2,9662334,,,,,,0,0,0,,1506:09:53,1506:09:53,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/52832130?organizationId=342508,52832130,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-25 15:31:39,2025-03-01 00:00:00,2025-04-07,1:00:00,2025-05-27 09:41:07,2025-05-27 09:41:07,Daniel Crawford,2025-05-27 09:41:07,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #1,9662285,,,,,,0,0,0,,1506:09:27,1506:09:27,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/52832158?organizationId=342508,52832158,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-25 15:31:53,2025-03-01 00:00:00,2025-04-07,1:00:00,2025-05-27 09:41:02,2025-05-27 09:41:02,Daniel Crawford,2025-05-27 09:41:02,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #2,9662323,,,,,,0,0,0,,1506:09:09,1506:09:09,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Inspect Exhaust Fan,DONE,,PREVENTIVE,Inspect the fan and louvers. Change or adjust belts if necessary.,https://app.getmaintainx.com/workorders/52880118?organizationId=342508,52880118,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-26 07:39:26,2025-03-26 00:00:00,2025-04-08,1:00:00,2025-05-27 09:41:51,2025-05-27 09:41:51,Daniel Crawford,2025-05-27 09:41:51,Yearly|1,Cultivation,2661740,Harnois Exhaust Fan #3,9691615,,,,Inspect Fan and Louver - Yearly,2532819,0,0,0,,1490:02:24,1490:02:24,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,Inspect fan blades for any damage,,Comments on fan blade condition,,Inspect louver for any damage,,Comments on louver condition,,Is there any debris present in the fan or louver?,,Comments on debris removal,,Inspect belts for dry rotting or damage,,Comments on belt condition,,Are the belts loose?,,Actions taken to tighten belts,,Upload photo of fan and louver after inspection,,Inspector's Signature,,,,,,,
108,Inspect Exhaust Fan,DONE,,PREVENTIVE,Inspect the fan and louvers. Change or adjust belts if necessary.,https://app.getmaintainx.com/workorders/52880316?organizationId=342508,52880316,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-26 07:41:09,2025-03-26 00:00:00,2025-04-08,1:00:00,2025-05-27 09:41:38,2025-05-27 09:41:38,Daniel Crawford,2025-05-27 09:41:38,Yearly|1,Cultivation,2661740,Harnois Exhaust Fan #2,9691613,,,,Inspect Fan and Louver - Yearly,2532819,0,0,0,,1490:00:28,1490:00:28,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,Inspect fan blades for any damage,,Comments on fan blade condition,,Inspect louver for any damage,,Comments on louver condition,,Is there any debris present in the fan or louver?,,Comments on debris removal,,Inspect belts for dry rotting or damage,,Comments on belt condition,,Are the belts loose?,,Actions taken to tighten belts,,Upload photo of fan and louver after inspection,,Inspector's Signature,,,,,,,
109,Inspect Exhaust Fan,DONE,,REACTIVE,Inspect the fan and louvers. Change or adjust belts if necessary.,https://app.getmaintainx.com/workorders/52880339?organizationId=342508,52880339,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-26 07:41:22,2025-03-26 00:00:00,2025-04-08,1:00:00,2025-05-27 09:41:58,2025-05-27 09:41:58,Daniel Crawford,2025-05-27 09:41:58,Yearly|1,Cultivation,2661740,Harnois Exhaust Fan #1,9691611,,,,Inspect Fan and Louver - Yearly,2532819,0,0,0,,1490:00:35,1490:00:35,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,Inspect fan blades for any damage,,Comments on fan blade condition,,Inspect louver for any damage,,Comments on louver condition,,Is there any debris present in the fan or louver?,,Comments on debris removal,,Inspect belts for dry rotting or damage,,Comments on belt condition,,Are the belts loose?,,Actions taken to tighten belts,,Upload photo of fan and louver after inspection,,Inspector's Signature,,,,,,,
110,Clean Floor Drains,DONE,MEDIUM,PREVENTIVE,,https://app.getmaintainx.com/workorders/52902926?organizationId=342508,52902926,Daniel Crawford,Processing,,,Daniel Crawford,2025-03-26 10:34:06,2025-06-27 12:00:00,2025-06-30,1:00:00,2025-07-29 10:49:17,2025-07-29 10:49:17,Daniel Crawford,2025-07-29 10:49:17,Monthly|3|30,Processing,2648780,Floor Drains,7741260,,,,,,0,0,0,,766:49:17,766:49:17,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Finalize Pre-Roll Room Project,DONE,,PREVENTIVE,These items are to be completed for the Pre-Roll Room ( See Procedure ),https://app.getmaintainx.com/workorders/52906617?organizationId=342508,52906617,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-26 11:02:54,2025-04-01 00:00:00,2025-05-01,1:00:00,2025-05-27 09:42:28,2025-05-27 09:42:28,Daniel Crawford,2025-05-27 09:42:28,,Processing,2648780,,,Project,,,Preroll Room Punch List 3/25,,0,0,0,,1353:42:29,1353:42:29,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,Install dehumidifier in Hefestus Curtain Area,,Move cord drops to work centers ,,Install broom hanger and cleaning area setup,,Install rivets in curtains,,Flip door going out to Warehouse,,,,,,,,,,,,,,,,,,,,,
112,Packaging Room Refresh,DONE,,REACTIVE,Complete Tasks ( See procedure ),https://app.getmaintainx.com/workorders/52909677?organizationId=342508,52909677,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-26 11:26:05,2025-05-01 00:00:00,2025-06-01,1:00:00,2025-05-27 09:43:10,2025-05-27 09:43:21,Daniel Crawford,2025-05-27 09:43:21,,Processing,2648780,,,,,,Packaging Space Refresh,,0,0,0,,633:43:21,633:43:11,0:00:10,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,Remove old equipment which is no longer needed,X,Paint walls and ceiling,X,Fix condensation issue on the main panel,X,Tape off electric panel area,X,Move all lights over one beam to center the light better in the room,X,Remove large dehumidifier,X,Install Small Dehumidifier,X,Install Duct work and controls for HVAC,X,,,,,,,,,,,,,,
113,Monthly Fire Extinguisher Inspection,DONE,,PREVENTIVE,"Compliant with OSHA Standards (29 CFR 1910.157)
Purpose

To ensure all fire extinguishers are properly maintained, accessible, and in good working condition per OSHA regulations.
Scope

Applies to all portable fire extinguishers in the facility.
Responsibilities

    Facilities Manager: Oversees the program and ensures compliance.

    Designated Inspector: Trained personnel conducting monthly checks.

    Maintenance Team: Addresses issues identified during inspections.

Procedure
1. Visual Inspection

a. Location & Accessibility

    Confirm extinguisher is in its designated location.

    Ensure nothing obstructs access (min. 36” clearance per OSHA).

    Verify visibility of signage or markings.

b. Physical Condition

    Check for obvious damage (dents, corrosion, leaks, clogged nozzles).

    Inspect hose/tube for cracks or detachment.

    Verify the locking pin is intact and tamper seal unbroken.

c. Pressure & Gauge

    For gauge-type extinguishers:

        Needle must be in the ""green"" zone (proper pressure).

    For cartridge-operated units:

        Verify the cartridge is securely seated and undamaged.

d. Labeling & Tags

    Ensure legible operating instructions and NFPA rating label.

    Verify monthly inspection tag is present and up-to-date.

2. Documentation

    Record inspection results on the Fire Extinguisher Inspection Tag (date, initials, condition).

    Log findings in the Fire Safety Inspection Checklist.

3. Corrective Actions

    Minor Issues (e.g., obstructed access): Correct immediately.

    Major Issues (e.g., damage/low pressure): Tag as ""DEFECTIVE,"" remove from service, and notify maintenance for repair/replacement.

4. Reporting

    Submit inspection reports to the Facilities Manager.

    Schedule annual professional maintenance (per NFPA 10).",https://app.getmaintainx.com/workorders/52947795?organizationId=342508,52947795,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-26 17:33:17,2025-04-15 00:00:00,2025-04-21,1:00:00,2025-04-21 22:13:49,2025-05-06 07:46:14,Daniel Crawford,2025-05-06 07:46:14,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Monthly Fire Extinguisher Checks,,0,0,0,,511:46:12,166:13:49,0:57:06,344:35:17,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,1:30:00,$0.00,Date of inspection,04/21/2025,Farmhouse,"1,2",Extraction/1906,"3,4,5,6,7,8,9,10,11,12,13,14,15,16",Processing / Warehouse,"15,16,17,18",Distribution,"20,21,25",Carbon Building,19,Outdoor / Outbuildings,"22,23,24,26,27",Comments / Flags,Fire Extinguishers 2-8-13-14-19 need to be hanged up,,,,,,,,,,,,,,
114,Monthly Emergency Light Inspection,DONE,,PREVENTIVE,"To ensure emergency lighting systems are operational, properly maintained, and meet regulatory requirements for safe egress during power failures.
Scope

Applies to all battery-powered emergency lights and exit signs in the facility.
Responsibilities

    Facilities Manager: Oversees compliance and maintenance.

    Designated Inspector: Conducts monthly inspections.

    Maintenance Team: Repairs or replaces faulty units.

Procedure
1. Visual Inspection

a. Physical Condition

    Check for visible damage (cracks, corrosion, loose wiring, or missing covers).

    Ensure lenses are clean and free of obstructions.

    Verify that units are securely mounted.

b. Power Indicator

    Confirm the ""power on"" LED (if present) is illuminated (indicates AC power is supplied).

2. Functional Test

Manual Activation (30-Second Test)

    Simulate Power Failure:

        For units with a test button: Press and hold for 10 seconds.

        For hardwired units: Switch off the circuit breaker or unplug the unit.

    Verify Illumination:

        Emergency lights must activate immediately and remain lit for at least 30 seconds.

        Exit signs must stay illuminated (if battery-backed).

    Restore Power:

        Reactivate the circuit breaker/release the test button.

        Confirm the unit returns to charging mode (charging indicator LED on, if equipped).


3. Documentation

    Record results on the Emergency Light Inspection Tag (date, inspector initials, pass/fail).

    Update the Emergency Light Inspection Log (include unit location, test results, and actions taken).

4. Corrective Actions

    Failed Test/Defects: Tag the unit, report to maintenance, and replace batteries or bulbs within 24 hours.

    Chronic Issues: Schedule a full system inspection by a licensed electrician.

5. Annual Requirements

    Conduct a 90-minute full discharge test (per NFPA 101) to confirm battery capacity.",https://app.getmaintainx.com/workorders/52948397?organizationId=342508,52948397,Daniel Crawford,Facilities,,,Daniel Crawford,2025-03-26 17:42:43,2025-04-15 00:00:00,2025-04-21,1:00:00,2025-03-27 08:32:53,2025-05-06 07:45:58,Daniel Crawford,2025-05-06 07:45:58,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Emergency Light Checklist,2538917,0,0,0,,511:45:58,0,614:34:28,344:38:37,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,1:30:00,$0.00,,04/21/2025,Farmhouse,"1,2,3",Extraction / 1906 / Hash Lab,"4,5,6,8,9,11,12,13,14,15,16,17,18,19,20,21",Processing / Warehouse,"22,23,24,25",Distribution,"32,33",Carbon,"26,27,28,29,30,31",,,,,,,,,,,,,,,,,,
115,PVC pipe for sink in Pre-roll storage room is loose,DONE,,REACTIVE,"Devan showed me the pvc pipe from the wall to the sink haas come loose and is leaking water on the floor.

Requester contact information:
shawn@hudsonhemp.com",https://app.getmaintainx.com/workorders/53115113?organizationId=342508,53115113,Daniel Crawford,Facilities,shawn@hudsonhemp.com,2025-03-28 08:55:03,Daniel Crawford,2025-03-28 11:39:55,2025-03-28 00:00:00,2025-03-31,1:00:00,2025-04-10 14:56:04,2025-04-10 14:56:04,Daniel Crawford,2025-04-10 14:56:04,,Hudson NY,2648779,,,,,,,,0,0,0,,315:16:08,71:57:31,,243:18:37,,https://app.getmaintainx.com/api/s3/uploads/34a12281-b494-4374-b24d-3ca6d04a05c1_20250328_0849510.heic,https://app.getmaintainx.com/api/s3/uploads/34a12281-b494-4374-b24d-3ca6d04a05c1_20250328_0849510.heic,,,,,,,,false,$0.00,$0.00,0:10:00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Install UV Light in Daikin HVAC,OPEN,,REACTIVE,Install Scorpion LX15 UV Light,https://app.getmaintainx.com/workorders/53289127?organizationId=342508,53289127,,Facilities,,,Daniel Crawford,2025-03-31 10:57:57,2025-03-28 00:00:00,2025-04-25,1:00:00,,,,2025-03-31 10:57:57,,Processing,2648780,Daikin 10 Ton Heat Pump,9441921,,,,,,,,,,,,,,,,https://app.getmaintainx.com/api/s3/uploads/45366b6e-b470-4d2c-b7c5-15fa9574a0a4_3-164_scorpionlx15instr.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Trim machine bearings,DONE,,REACTIVE,"Clean, inspect, lubricate",https://app.getmaintainx.com/workorders/53412497?organizationId=342508,53412497,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-01 11:31:06,2025-04-01 00:00:00,2025-04-30,1:00:00,2025-05-27 09:42:17,2025-05-27 09:42:17,Daniel Crawford,2025-05-27 09:42:17,,Processing,2648780,Mobius Trimmer ID#2,7741207,,,,,,0,0,0,,1342:11:10,1342:11:10,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/54323417?organizationId=342508,54323417,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-11 10:03:29,2025-04-10 13:00:00,2025-05-05,1:00:00,2025-04-29 11:52:47,2025-04-29 11:52:47,Daniel Crawford,2025-04-29 11:52:47,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #1,9662223,,,,,,0,0,0,,433:49:17,433:49:17,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/54323438?organizationId=342508,54323438,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-11 10:03:36,2025-04-10 13:00:00,2025-05-05,1:00:00,2025-04-29 11:52:42,2025-04-29 11:52:42,Daniel Crawford,2025-04-29 11:52:42,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #1,9662207,,,,,,0,0,0,,433:49:06,433:49:06,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/54323443?organizationId=342508,54323443,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-11 10:03:38,2025-04-10 13:00:00,2025-05-05,1:00:00,2025-04-29 11:52:36,2025-04-29 11:52:36,Daniel Crawford,2025-04-29 11:52:36,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #2,9544402,,,,,,0,0,0,,433:48:57,433:48:57,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/54323448?organizationId=342508,54323448,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-11 10:03:41,2025-04-10 13:00:00,2025-05-05,1:00:00,2025-04-29 11:52:33,2025-04-29 11:52:33,Daniel Crawford,2025-04-29 11:52:33,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #1,9662130,,,,,,0,0,0,,433:48:51,433:48:51,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/54323458?organizationId=342508,54323458,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-11 10:03:44,2025-04-10 13:00:00,2025-05-05,1:00:00,2025-04-29 11:52:30,2025-04-29 11:52:30,Daniel Crawford,2025-04-29 11:52:30,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #2,9544399,,,,,,0,0,0,,433:48:46,433:48:46,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/54323471?organizationId=342508,54323471,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-11 10:03:49,2025-04-10 13:00:00,2025-05-05,1:00:00,2025-04-29 11:52:27,2025-04-29 11:52:27,Daniel Crawford,2025-04-29 11:52:27,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #2,9544400,,,,,,0,0,0,,433:48:38,433:48:38,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Refill all eye wash stations,OPEN,MEDIUM,PREVENTIVE,Work with Michael D. to fill stations with disinfectant solution,https://app.getmaintainx.com/workorders/54856913?organizationId=342508,54856913,Daniel Crawford,,,,Daniel Crawford,2025-04-17 13:20:37,2025-06-28 12:00:00,2025-07-01,3:00:00,,,,2025-04-17 13:20:37,Monthly|3|1,Hudson NY,2648779,,,,,,Refill eye wash Stations,,,,,,,,,,,,https://app.getmaintainx.com/api/s3/uploads/169333db-7b20-4acb-ae4c-9fe9d2a959ca_Eye_Wash_Station_Map_1.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,Refill eye wash station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Need oil or grease for RollPro grinder,DONE,,REACTIVE,Grinder is making loud squeaking noises when in use. Hopefully just needs some lubrication.,https://app.getmaintainx.com/workorders/54857133?organizationId=342508,54857133,Daniel Crawford,Facilities,,2025-04-17 07:34:09,Daniel Crawford,2025-04-17 13:22:45,2025-04-17 09:00:00,2025-04-18,1:00:00,2025-05-27 09:42:05,2025-05-27 09:42:05,Daniel Crawford,2025-05-27 09:42:05,,Hudson NY,2648779,,,,,,,,0,0,0,,956:19:19,956:19:19,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Change Filters,DONE,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/55774015?organizationId=342508,55774015,Daniel Crawford,,,,Daniel Crawford,2025-04-29 11:05:22,2025-06-02 12:00:00,2025-06-02,1:00:00,2025-07-08 13:55:13,2025-07-08 13:55:13,Daniel Crawford,2025-07-08 13:55:13,Weekly|6|Monday,Hash Lab,2661286,Willows Air Hash Lab,7738793,,,,,,0,0,0,,865:55:13,865:55:13,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Change Filters,DONE,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/55774023?organizationId=342508,55774023,Daniel Crawford,,,,Daniel Crawford,2025-04-29 11:05:26,2025-06-02 12:00:00,2025-06-02,1:00:00,2025-07-08 13:55:09,2025-07-08 13:55:09,Daniel Crawford,2025-07-08 13:55:09,Weekly|6|Monday,Processing,2648780,Willow Air #2 - Processing,7851714,,,,,,0,0,0,,865:55:10,865:55:10,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Change Filters,DONE,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/55774035?organizationId=342508,55774035,Daniel Crawford,,,,Daniel Crawford,2025-04-29 11:05:29,2025-06-02 12:00:00,2025-06-02,1:00:00,2025-07-08 13:55:07,2025-07-08 13:55:07,Daniel Crawford,2025-07-08 13:55:07,Weekly|6|Monday,Processing,2648780,Willow Air,7741256,,,,,,0,0,0,,865:55:07,865:55:07,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/55780367?organizationId=342508,55780367,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-29 11:52:27,2025-05-08 13:00:00,2025-06-02,1:00:00,2025-06-23 17:20:07,2025-06-23 17:20:07,Daniel Crawford,2025-06-23 17:20:07,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #2,9544400,,,,,,0,0,0,,1108:20:08,1108:20:08,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/55780376?organizationId=342508,55780376,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-29 11:52:30,2025-05-08 13:00:00,2025-06-02,1:00:00,2025-06-23 17:19:02,2025-06-23 17:19:02,Daniel Crawford,2025-06-23 17:19:02,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #2,9544399,,,,,,0,0,0,,1108:19:03,1108:19:03,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/55780381?organizationId=342508,55780381,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-29 11:52:33,2025-05-08 13:00:00,2025-06-02,1:00:00,2025-06-23 17:18:52,2025-06-23 17:18:52,Daniel Crawford,2025-06-23 17:18:52,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #1,9662130,,,,,,0,0,0,,1108:18:53,1108:18:53,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/55780393?organizationId=342508,55780393,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-29 11:52:37,2025-05-08 13:00:00,2025-06-02,1:00:00,2025-06-23 17:18:41,2025-06-23 17:18:41,Daniel Crawford,2025-06-23 17:18:41,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #2,9544402,,,,,,0,0,0,,1108:18:41,1108:18:41,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/55780407?organizationId=342508,55780407,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-29 11:52:43,2025-05-08 13:00:00,2025-06-02,1:00:00,2025-06-23 17:18:31,2025-06-23 17:18:31,Daniel Crawford,2025-06-23 17:18:31,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #1,9662207,,,,,,0,0,0,,1108:18:31,1108:18:31,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
